メンバー,レアリティ,カード名,リンク
百生吟子,UR,37.5℃のファンタジー,https://wikiwiki.jp/llll_wiki/%EF%BC%BB37.5%E2%84%83%E3%81%AE%E3%83%95%E3%82%A1%E3%83%B3%E3%82%BF%E3%82%B8%E3%83%BC%EF%BC%BD%E7%99%BE%E7%94%9F%E5%90%9F%E5%AD%90
百生吟子,UR,Link to the FUTURE,https://wikiwiki.jp/llll_wiki/%EF%BC%BBLink%20to%20the%20FUTURE%EF%BC%BD%E7%99%BE%E7%94%9F%E5%90%9F%E5%AD%90
百生吟子,UR,ユメワズライ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%A6%E3%83%A1%E3%83%AF%E3%82%BA%E3%83%A9%E3%82%A4%EF%BC%BD%E7%99%BE%E7%94%9F%E5%90%9F%E5%AD%90
百生吟子,UR,蒼のツバメ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E8%92%BC%E3%81%AE%E3%83%84%E3%83%90%E3%83%A1%EF%BC%BD%E7%99%BE%E7%94%9F%E5%90%9F%E5%AD%90
百生吟子,SR,Her-bath-rium,https://wikiwiki.jp/llll_wiki/%EF%BC%BBHer-bath-rium%EF%BC%BD%E7%99%BE%E7%94%9F%E5%90%9F%E5%AD%90
百生吟子,SR,アオクハルカ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%82%A2%E3%82%AA%E3%82%AF%E3%83%8F%E3%83%AB%E3%82%AB%EF%BC%BD%E7%99%BE%E7%94%9F%E5%90%9F%E5%AD%90
百生吟子,SR,聖夜譚,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E8%81%96%E5%A4%9C%E8%AD%9A%EF%BC%BD%E7%99%BE%E7%94%9F%E5%90%9F%E5%AD%90
百生吟子,SR,Poupée en Lotus,https://wikiwiki.jp/llll_wiki/%EF%BC%BBPoup%C3%A9e%20en%20Lotus%EF%BC%BD%E7%99%BE%E7%94%9F%E5%90%9F%E5%AD%90
百生吟子,SR,My Lucky Clover,https://wikiwiki.jp/llll_wiki/%EF%BC%BBMy%20Lucky%20Clover%EF%BC%BD%E7%99%BE%E7%94%9F%E5%90%9F%E5%AD%90
百生吟子,R,レインボーシフォン,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%AC%E3%82%A4%E3%83%B3%E3%83%9C%E3%83%BC%E3%82%B7%E3%83%95%E3%82%A9%E3%83%B3%EF%BC%BD%E7%99%BE%E7%94%9F%E5%90%9F%E5%AD%90
百生吟子,R,室咲格子,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E5%AE%A4%E5%92%B2%E6%A0%BC%E5%AD%90%EF%BC%BD%E7%99%BE%E7%94%9F%E5%90%9F%E5%AD%90
百生吟子,R,ノヴァホワイト,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%8E%E3%83%B4%E3%82%A1%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%EF%BC%BD%E7%99%BE%E7%94%9F%E5%90%9F%E5%AD%90
百生吟子,R,翠鱗舞,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E7%BF%A0%E9%B1%97%E8%88%9E%EF%BC%BD%E7%99%BE%E7%94%9F%E5%90%9F%E5%AD%90
