メンバー,レアリティ,カード名,リンク
村野さやか,UR,太陽であれ！,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E5%A4%AA%E9%99%BD%E3%81%A7%E3%81%82%E3%82%8C%EF%BC%81%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,喫茶ハスノソラ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E5%96%AB%E8%8C%B6%E3%83%8F%E3%82%B9%E3%83%8E%E3%82%BD%E3%83%A9%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,はじまりの羽音,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%81%AF%E3%81%98%E3%81%BE%E3%82%8A%E3%81%AE%E7%BE%BD%E9%9F%B3%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,ガランドFlash,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%82%AC%E3%83%A9%E3%83%B3%E3%83%89Flash%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,Secret Christmas,https://wikiwiki.jp/llll_wiki/%EF%BC%BBSecret%20Christmas%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,青とシャボン,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E9%9D%92%E3%81%A8%E3%82%B7%E3%83%A3%E3%83%9C%E3%83%B3%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,AURORA FLOWER,https://wikiwiki.jp/llll_wiki/%EF%BC%BBAURORA%20FLOWER%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,真実の舞踏会,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E7%9C%9F%E5%AE%9F%E3%81%AE%E8%88%9E%E8%B8%8F%E4%BC%9A%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,醒悟の地平から,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E9%86%92%E6%82%9F%E3%81%AE%E5%9C%B0%E5%B9%B3%E3%81%8B%E3%82%89%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,Dream Believers,https://wikiwiki.jp/llll_wiki/%EF%BC%BBDream%20Believers%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,薫風の調べ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E8%96%AB%E9%A2%A8%E3%81%AE%E8%AA%BF%E3%81%B9%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,ツキマカセ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%84%E3%82%AD%E3%83%9E%E3%82%AB%E3%82%BB%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,朝顔令嬢,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E6%9C%9D%E9%A1%94%E4%BB%A4%E5%AC%A2%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,ゆのくにガールズ！,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%82%86%E3%81%AE%E3%81%8F%E3%81%AB%E3%82%AC%E3%83%BC%E3%83%AB%E3%82%BA%EF%BC%81%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,宇宙警察★うさぴょん,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E5%AE%87%E5%AE%99%E8%AD%A6%E5%AF%9F%E2%98%85%E3%81%86%E3%81%95%E3%81%B4%E3%82%87%E3%82%93%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,蓮ノ空歌留多,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E8%93%AE%E3%83%8E%E7%A9%BA%E6%AD%8C%E7%95%99%E5%A4%9A%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,レディバグ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%AC%E3%83%87%E3%82%A3%E3%83%90%E3%82%B0%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,紅葉乃舞姫,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E7%B4%85%E8%91%89%E4%B9%83%E8%88%9E%E5%A7%AB%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,聖夜譚,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E8%81%96%E5%A4%9C%E8%AD%9A%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,Rose Garden,https://wikiwiki.jp/llll_wiki/%EF%BC%BBRose%20Garden%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,雨と紫陽花に唄へば,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E9%9B%A8%E3%81%A8%E7%B4%AB%E9%99%BD%E8%8A%B1%E3%81%AB%E5%94%84%E3%81%B8%E3%81%B0%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,ドルフィン〰ビーチ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%89%E3%83%AB%E3%83%95%E3%82%A3%E3%83%B3%E3%80%B0%E3%83%93%E3%83%BC%E3%83%81%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,Link to the FUTURE,https://wikiwiki.jp/llll_wiki/%EF%BC%BBLink%20to%20the%20FUTURE%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,Proof,https://wikiwiki.jp/llll_wiki/%EF%BC%BBProof%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,バアドケージ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%90%E3%82%A2%E3%83%89%E3%82%B1%E3%83%BC%E3%82%B8%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,UR,Her-bath-rium,https://wikiwiki.jp/llll_wiki/%EF%BC%BBHer-bath-rium%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,春色ニューデイズ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E6%98%A5%E8%89%B2%E3%83%8B%E3%83%A5%E3%83%BC%E3%83%87%E3%82%A4%E3%82%BA%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,チェリー♫ピクニック,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%81%E3%82%A7%E3%83%AA%E3%83%BC%E2%99%AB%E3%83%94%E3%82%AF%E3%83%8B%E3%83%83%E3%82%AF%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,Tragic Drops,https://wikiwiki.jp/llll_wiki/%EF%BC%BBTragic%20Drops%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,春風ブランコ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E6%98%A5%E9%A2%A8%E3%83%96%E3%83%A9%E3%83%B3%E3%82%B3%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,アメアガリストリート,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%82%A2%E3%83%A1%E3%82%A2%E3%82%AC%E3%83%AA%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC%E3%83%88%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,DEEPNESS,https://wikiwiki.jp/llll_wiki/%EF%BC%BBDEEPNESS%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,ペンギンアイス,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%9A%E3%83%B3%E3%82%AE%E3%83%B3%E3%82%A2%E3%82%A4%E3%82%B9%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,夏めきペイン,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E5%A4%8F%E3%82%81%E3%81%8D%E3%83%9A%E3%82%A4%E3%83%B3%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,ブルウモーメント,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%96%E3%83%AB%E3%82%A6%E3%83%A2%E3%83%BC%E3%83%A1%E3%83%B3%E3%83%88%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,ツバサ・ラ・リベルテ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%84%E3%83%90%E3%82%B5%E3%83%BB%E3%83%A9%E3%83%BB%E3%83%AA%E3%83%99%E3%83%AB%E3%83%86%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,Eisprinzessin,https://wikiwiki.jp/llll_wiki/%EF%BC%BBEisprinzessin%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,桃節銘記,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E6%A1%83%E7%AF%80%E9%8A%98%E8%A8%98%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,抱きしめる花びら,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E6%8A%B1%E3%81%8D%E3%81%97%E3%82%81%E3%82%8B%E8%8A%B1%E3%81%B3%E3%82%89%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,AWOKE,https://wikiwiki.jp/llll_wiki/%EF%BC%BBAWOKE%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,Sparkly Spot,https://wikiwiki.jp/llll_wiki/%EF%BC%BBSparkly%20Spot%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,はじける☆ブルーソーダ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%81%AF%E3%81%98%E3%81%91%E3%82%8B%E2%98%86%E3%83%96%E3%83%AB%E3%83%BC%E3%82%BD%E3%83%BC%E3%83%80%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,迎春 -舞-,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E8%BF%8E%E6%98%A5%20-%E8%88%9E-%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,金魚◎花火,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E9%87%91%E9%AD%9A%E2%97%8E%E8%8A%B1%E7%81%AB%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,Take It Over,https://wikiwiki.jp/llll_wiki/%EF%BC%BBTake%20It%20Over%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,Trick & Cute,https://wikiwiki.jp/llll_wiki/%EF%BC%BBTrick%20%26%20Cute%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,Pleasure Feather,https://wikiwiki.jp/llll_wiki/%EF%BC%BBPleasure%20Feather%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,魔法少女リズミックハート,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E9%AD%94%E6%B3%95%E5%B0%91%E5%A5%B3%E3%83%AA%E3%82%BA%E3%83%9F%E3%83%83%E3%82%AF%E3%83%8F%E3%83%BC%E3%83%88%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,COMPASS,https://wikiwiki.jp/llll_wiki/%EF%BC%BBCOMPASS%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,SR,四蓮琴之虎,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E5%9B%9B%E8%93%AE%E7%90%B4%E4%B9%8B%E8%99%8E%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,R,オーロラスカイ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%82%AA%E3%83%BC%E3%83%AD%E3%83%A9%E3%82%B9%E3%82%AB%E3%82%A4%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,R,華紺青,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E8%8F%AF%E7%B4%BA%E9%9D%92%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,R,レインボーシフォン,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%AC%E3%82%A4%E3%83%B3%E3%83%9C%E3%83%BC%E3%82%B7%E3%83%95%E3%82%A9%E3%83%B3%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,R,室咲格子,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E5%AE%A4%E5%92%B2%E6%A0%BC%E5%AD%90%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,R,ノヴァホワイト,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%8E%E3%83%B4%E3%82%A1%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
村野さやか,R,翠鱗舞,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E7%BF%A0%E9%B1%97%E8%88%9E%EF%BC%BD%E6%9D%91%E9%87%8E%E3%81%95%E3%82%84%E3%81%8B
