メンバー,レアリティ,カード名,リンク
大沢瑠璃乃,UR,バイタルサイン,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%90%E3%82%A4%E3%82%BF%E3%83%AB%E3%82%B5%E3%82%A4%E3%83%B3%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,UR,Poupée en Lotus,https://wikiwiki.jp/llll_wiki/%EF%BC%BBPoup%C3%A9e%20en%20Lotus%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,UR,yours ever,https://wikiwiki.jp/llll_wiki/%EF%BC%BByours%20ever%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,UR,プチパティシエール,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%97%E3%83%81%E3%83%91%E3%83%86%E3%82%A3%E3%82%B7%E3%82%A8%E3%83%BC%E3%83%AB%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,UR,ミルク,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%9F%E3%83%AB%E3%82%AF%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,UR,ファンファーレ！！！,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%95%E3%82%A1%E3%83%B3%E3%83%95%E3%82%A1%E3%83%BC%E3%83%AC%EF%BC%81%EF%BC%81%EF%BC%81%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,SR,にゅーかまー！,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%81%AB%E3%82%85%E3%83%BC%E3%81%8B%E3%81%BE%E3%83%BC%EF%BC%81%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,SR,喫茶ハスノソラ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E5%96%AB%E8%8C%B6%E3%83%8F%E3%82%B9%E3%83%8E%E3%82%BD%E3%83%A9%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,SR,冬のおくりもの,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E5%86%AC%E3%81%AE%E3%81%8A%E3%81%8F%E3%82%8A%E3%82%82%E3%81%AE%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,SR,Secret Christmas,https://wikiwiki.jp/llll_wiki/%EF%BC%BBSecret%20Christmas%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,SR,全方位キュン♡,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E5%85%A8%E6%96%B9%E4%BD%8D%E3%82%AD%E3%83%A5%E3%83%B3%E2%99%A1%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,SR,抱きしめる花びら,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E6%8A%B1%E3%81%8D%E3%81%97%E3%82%81%E3%82%8B%E8%8A%B1%E3%81%B3%E3%82%89%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,SR,R's One Day,https://wikiwiki.jp/llll_wiki/%EF%BC%BBR%27s%20One%20Day%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,SR,@いっつぁどりーみんわーるど！,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%40%E3%81%84%E3%81%A3%E3%81%A4%E3%81%81%E3%81%A9%E3%82%8A%E3%83%BC%E3%81%BF%E3%82%93%E3%82%8F%E3%83%BC%E3%82%8B%E3%81%A9%EF%BC%81%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,SR,世界中を夢中に,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E4%B8%96%E7%95%8C%E4%B8%AD%E3%82%92%E5%A4%A2%E4%B8%AD%E3%81%AB%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,SR,ゆのくにガールズ！,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%82%86%E3%81%AE%E3%81%8F%E3%81%AB%E3%82%AC%E3%83%BC%E3%83%AB%E3%82%BA%EF%BC%81%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,SR,Au Bord du Lac,https://wikiwiki.jp/llll_wiki/%EF%BC%BBAu%20Bord%20du%20Lac%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,SR,ツバサ・ラ・リベルテ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%84%E3%83%90%E3%82%B5%E3%83%BB%E3%83%A9%E3%83%BB%E3%83%AA%E3%83%99%E3%83%AB%E3%83%86%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,SR,迎春 -楽-,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E8%BF%8E%E6%98%A5%20-%E6%A5%BD-%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,SR,春風ブランコ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E6%98%A5%E9%A2%A8%E3%83%96%E3%83%A9%E3%83%B3%E3%82%B3%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,SR,Her-bath-rium,https://wikiwiki.jp/llll_wiki/%EF%BC%BBHer-bath-rium%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,SR,蒼のツバメ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E8%92%BC%E3%81%AE%E3%83%84%E3%83%90%E3%83%A1%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,R,オーロラスカイ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%82%AA%E3%83%BC%E3%83%AD%E3%83%A9%E3%82%B9%E3%82%AB%E3%82%A4%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,R,華紺青,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E8%8F%AF%E7%B4%BA%E9%9D%92%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,R,レインボーシフォン,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%AC%E3%82%A4%E3%83%B3%E3%83%9C%E3%83%BC%E3%82%B7%E3%83%95%E3%82%A9%E3%83%B3%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,R,室咲格子,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E5%AE%A4%E5%92%B2%E6%A0%BC%E5%AD%90%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,R,ノヴァホワイト,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%8E%E3%83%B4%E3%82%A1%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
大沢瑠璃乃,R,翠鱗舞,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E7%BF%A0%E9%B1%97%E8%88%9E%EF%BC%BD%E5%A4%A7%E6%B2%A2%E7%91%A0%E7%92%83%E4%B9%83
