メンバー,レアリティ,カード名,リンク,入手時,特訓時,特訓1回目,特訓2回目,ライブ開始,スキル発動,スキル発動(クロスボイス),SP発動
乙宗梢,UR,H.S.C.T.☆,https://wikiwiki.jp/llll_wiki/%EF%BC%BBH.S.C.T.%E2%98%86%EF%BC%BD%E4%B9%99%E5%AE%97%E6%A2%A2,あと少し、このまま、ゴール！蓮ノ空に体育祭の季節がやってきました。私は今年もリレーの選手を任されてしまって、それもアンカーなんです。走ることは好きですが、競技となるとやはり緊張してしまいました。順位ですか？どうにか...えぇ、一位になれました。...応援してくれる後輩につい、いいところを見せたくて...,,フレー！フレー！蓮ノ空！今年の体育祭はスクールアイドルクラブのみんなで、応援パフォーマンスの出し物をすることとなりました。今まで意識したことはありませんでしたが、チアリーダーとスクールアイドルはどこか似ているとこがある気がします。笑顔で踊って、見てくださった方を元気つける。まるでライブみたいで楽しいですね。そ、それでは行きますよ...！せーの！レッツゴー、レッツゴー、蓮ノ空！ゴー・ファイト・ウィン！蓮ノ空！,私はよく文武両道だと言ってもらえますが、体を動かすことに関しては得意なことと苦手なことがハッキリと別れていて...。もともと自信があったのは長距離走ぐらいだったんですが...でも、その...皆さん、私がチームに入ると、すごく、期待してくださるので...。足を引っ張りたくはないじゃないですか。なのでよく、こっそりと練習したりして...。...そんなことを繰り返しているうちに、人並みにはできるようにはなったんです。走るのも、球技も、それ以外にもいろいろと、ですね。そのおかげで紅組を勝利に導くことができたのなら、よかったです。私の見栄っ張りも、たまには役立つことがあるようですね。ふふっ。,フレー！フレー！蓮ノ空！,ほらファイト！あとちょっと！,梢「花帆ー、頑張ってー！」花帆「はーい！花帆食べます！パンを！」,ふふっ、かっこよかったわよ。
乙宗梢,UR,PASSION!!!!!!,https://wikiwiki.jp/llll_wiki/%EF%BC%BBPASSION%21%21%21%21%21%21%EF%BC%BD%E4%B9%99%E5%AE%97%E6%A2%A2,これが、お化け屋敷...！すごいわね、いろんな趣向が凝らしてあって...。面白いわ、よく考えられているのね。花帆と吟子さんは...あまり、館内を見ている余裕はなさそうね。でも、少し羨ましいわ。私も2人みたいに、全力で楽しめたらよかったのだけれど...。...あら、吟子さんは全然怖くなかったの？そう...。だったら、今度は1人で入ってみる？...ふふっ、なんて。今のは意地悪だったわね、ごめんなさい。,,夜のプールにフラミンゴを浮かべて。ふふっ、今宵は夏らしくということで、撮影に来ています。見てください、ほら。いろんなアクセサリーを身につけて、気分はまるでプールのマーメイドです。この涼しさを、皆様にもおすそ分けできればいいのですけれど...。では、気分、だけでも。ええ、どうぞこちらに。隣はまだ空いていますよ。...意識、しているんですか？...というのは、いかがでしょうか？こういうのはやっぱり、いつまで経っても、ちょっと...恥ずかしいですね。,お化け屋敷に、プール。今年の夏も初めての思い出がたくさん増えていきます。綴理と慈の水着はもう見てもらえましたか？ええ、2人ともとても似合っていました。綴理は相変わらず美術品みたいに綺麗で。この間、吟子さんが言ってました。「綴理先輩は綺麗すぎて、動いてないと生きてるか不安になってしまいます」って。わかります。まるでお人形さんみたいですよね。慈も自分の魅力の引き出し方がよくわかっていて、どんな場面を切り取っても可愛らしく、絵になります。ああいう子を、皆さんも好きになるんでしょうね。最近、花帆がちょっとずつ慈に似てきている気がするのが、ちょっとだけ心配ですけれど...。え？今日は素直、ですか？そうですね。夏のプールですから。少し大胆になってしまっているのかもしれません。あっ、綴理と慈には内緒にしていてください！ここだけの話、ですよ？,この涼やかなステージで、踊りましょう。,さあ、私の隣に。,梢「ええっと…、私の水着は、どうかしら？」慈「ま、似合ってるんじゃない？今年も。」,私に甘えて、いいんですよ。
乙宗梢,UR,秋色カントリーロード,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E7%A7%8B%E8%89%B2%E3%82%AB%E3%83%B3%E3%83%88%E3%83%AA%E3%83%BC%E3%83%AD%E3%83%BC%E3%83%89%EF%BC%BD%E4%B9%99%E5%AE%97%E6%A2%A2,見て見て！ 触らせてくれるの！慣れてもらうまで、大変だったんだから。放課後、足繁く通ったり、時にはおもちゃで釣ってみたり。でもやっぱり最後は努力。そう、努力なの。,,辺りが茜色に染まる季節。秋の風を浴びながら自転車を走らせていると、パッと思い浮かぶ景色があるんです。初めて自転車に乗れたあの日のこと。日が暮れるまで練習をして、風と一つになったあの瞬間の記憶。自転車に乗るなんて本当に何年ぶり。だけれど、こんなにも鮮烈に覚えているだなんて…！ふふ、あの綺麗な夕日のせいかしらね？,そうですね。私が花帆さんの妹さんぐらいの年の頃、自転車に乗れないことをクラスメイトにからかわれて…。それが悔しくて子供用の自転車を買ってもらったんです。家の敷地でずっと練習をして…。少しも上手くならないし、転ぶと痛くて、どうしてこんなことをしているんだろうって何度も自分に問いかけながら、もうほとんど意地になっていました。何日もかけて、何日もかけて、それでようやく…ようやく一人で真っ直ぐ自転車を走らせることが出来るようになったんです。足に力を入れるだけでグングンと前に進むその力強さに、私はまた一つ大人になれた気がしました。…なのだけれど、今のこの胸の高鳴りはまるで子供に戻ったみたい…！,おいで、いいものを見せてあげる。,風がいい気持ち。,梢「秋は、芸術の秋ね」綴理「つまり、蓮ノ空の秋だ！」,開けた景色が、ほら、目の前に！
乙宗梢,UR,ツバサ・ラ・リベルテ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%84%E3%83%90%E3%82%B5%E3%83%BB%E3%83%A9%E3%83%BB%E3%83%AA%E3%83%99%E3%83%AB%E3%83%86%EF%BC%BD%E4%B9%99%E5%AE%97%E6%A2%A2,素敵な学校よ、蓮ノ空は。未来の後輩に学校を案内するのは、新鮮な経験だったわ。私もね、初めてのことだったから、最初は少し緊張していたのだけれど……。ふふっ、そうよね、後輩の指導は、いつもやっているものね。まるで、花帆さんやさやかさん、瑠璃乃さんがたくさんいるみたいで、可愛らしかったわ。,,いい、ライブでしたね。新曲『ツバサ・ラ・リベルテ』。意味はフランス語で『自由への翼』。今回の曲は、101期生が作ってくれた曲です。皆さんは、この曲を聴いて、どんな感想を抱きましたか？私は、そうですね……。これからのスクールアイドルクラブの未来を、優しく祝福してくれているような、そんな、光差す景色が見えた気がします。……本当に、いい曲でしたね。,大賀美沙知。……沙知先輩は、私に様々なことを教えてくれました。スクールアイドルとは、いったい何か。ただ歌うだけなら、それこそアーティストで構わないはずなのに。……その答えは、先輩と過ごす日々の中にありました。仲間と、応援してくれた人と、ひとつになって作り出すステージ。でも、それだけじゃなくて。その過程、日常の中にこそ大切な輝きがあるのだと。偏屈だった私の心は、少しずつ変えられていって、そして……、ふふっ。沙知先輩が贈ってくれたこの曲『ツバサ・ラ・リベルテ』を胸に、私たちはこれからも羽ばたいていきます。次のステージ、いよいよ、ラブライブ!へ向けて。,さあ、Brand new worldへ！,翼は、ここにあります。,梢「あの人が、見てるから」綴理「うん、飛ぼう。高く、高く！」,大丈夫。みんながいますから！
乙宗梢,UR,冬のおくりもの,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E5%86%AC%E3%81%AE%E3%81%8A%E3%81%8F%E3%82%8A%E3%82%82%E3%81%AE%EF%BC%BD%E4%B9%99%E5%AE%97%E6%A2%A2,あの人は…時々、どこか遠くを見つめて…。私達が入部した時、クラブに在籍していたのは、2年生の先輩ひとりでした。今思えば、その先輩はふとした瞬間に、卒業してしまった先輩達のことを思い出していたのでしょうね。当時の3年生の方に、それはそれは可愛がられていたそうですから。,,ジングルベール♪ジングルベール♪もうすぐ、クリスマスの季節ですね。皆さんは今年一年、良い子にしていらっしゃいましたか？私は…どうでしょう？相変わらず我儘も言いましたし、至らないことばかりでした。これでは、サンタさんにプレゼントを貰えないかもしれません。でも、良いんです。今年一年、私は本当にたくさんのものを頂きましたから。仲間にも、皆様にも。これ以上欲張ってしまうのは、それこそ悪い子になってしまいます。ふふっ,子供の頃、私はサンタさんとお友達だったんですよ。うふふ…本当のことです。乙宗家で毎年開かれるクリスマスパーティーは、それはそれは華やかで、たくさんの方々が参加しておりました。その中にはなんと、サンタさんの姿もあったんですよ。私がご挨拶に行くと、大きな袋からプレゼントを取り出して、「梢ちゃんは今年も一年、良い子だったね」と褒めて下さるんです。お礼に披露したバレエのダンスも、とても喜んで下さって…。ですから子供の頃は、サンタなんていないと聞く度に、「毎年、お会いするのだけれど…。」と思っておりました。ただ、今年は北陸予選がありますから、勿論パーティーはお預けです。寂しがらないで下さいね、サンタさん。代わりに、とびっきりの歌をお届けしますから！,良い子のあなたに、プレゼントを。,ハッピークリスマス！,梢「慈サンタさん、可愛いわね。」慈「ふふっ、梢も似合ってるぞ♪」,キャロルを奏でましょう？
乙宗梢,UR,AURORA FLOWER,https://wikiwiki.jp/llll_wiki/%EF%BC%BBAURORA%20FLOWER%EF%BC%BD%E4%B9%99%E5%AE%97%E6%A2%A2,やれるだけのことはやりきった、と。そう、胸を張れるように。初めてのラブライブ！ではあなたの隣に立つことができなかった。二度目のラブライブ！は悔しい結果に終わってしまったわね。そしてこれが、最後のラブライブ！。ようやく……私たちの最高を迎えに行きましょう、綴理。,,ずっとずっと夢見ていた。幼いころからただ一つ、ラブライブ！優勝という夢の形。光のステージはとても眩しくて……。なのに私には、届かない。憧れは焦りに変わり、夢は私を縛り付ける。私が本当にほしいものは、なんだったのか。それを思い出させてくれたのは、かけがえのない仲間たちでした。ステージの上だけじゃない。私の生きるこの「今という日々」もまた、光だったんです。もう私は『優勝』という称号だけを追い求める私では、ありません。……きっとここで終わっても悔いはないでしょう。ええ、だからこそ、私はこの愛する仲間たちと一緒に、優勝を果たしたいのです。,『春風に舞う桜色　夏空叫んだ日の青　秋の暮れ燃える赤　白銀の冬　余白だらけの一日も　ただ過ぎて行く一秒も　宝物になるんだ　君となら』思えば私も本当は最初から気づいていたのかもしれませんね。ただきっと誰もが走っている最中は無我夢中で、この一瞬がどんなに大切なものだったのかわからないんです。もしかしたらスクールアイドルクラブに入部した時点から私の夢は叶い続けていたのかもしれません。見てください。だって、ほら。こんなにも大きく咲いた私たちの花。この、『AURORA FLOWER』を。ええ、本当にとっても綺麗です。まるで泣きたくなるほどに。私を取り巻くそのすべてが私を花咲かせてくれたんです。花言葉は……そうですね、きっと「永遠の輝き」。,ラブライブ！決勝大会……さあ、夢を叶えましょう。,嗚呼、ここが私の、夢。,梢「あなたとだから、ここまで来れたの。」綴理「こずとだから、ここまで来れたんだ。」,みんなの光が、ほらオーロラみたい！
乙宗梢,UR,ユメワズライ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%A6%E3%83%A1%E3%83%AF%E3%82%BA%E3%83%A9%E3%82%A4%EF%BC%BD%E4%B9%99%E5%AE%97%E6%A2%A2,はしゃぎすぎだわ、あなたたち…もう！幼い頃からずっと夢見ていたラブライブ！の優勝旗を、まさか部室に飾ることができる日が来るなんてね。優勝旗を間近で見た時も目の奥が熱くなったのだけれど、それ以上に、どうしてかしらね。優勝旗の前ではしゃぐあの子たちを見て、胸がいっぱいになったの。本当に、まだ夢の中にいるみたいだわ。,,人生はこれからも続いていく。決めたことを、いつまでも貫き通す。綴理や慈が悩んで出した答えを、結局私は分かっていなかったのでしょうね。いいえ、きっとラブライブ！が終われば、私は元の日常に帰るだけだと思っていたんです。乙宗家の娘として、ただ粛々と音楽を学んでいたあの日々に。だから悩むことなど何もないと思い込んでいた。でも、戻れなかった。私は変わってしまった。新しい世界を知ってしまったから。いつまでも胸焦がれ、光のステージに憧れ続ける。それが私の、ユメワズライなんです。,『ユメワズライ』。この曲を作るために、吟子さんにも花帆にも、すごく迷惑をかけてしまいました。なんだったら、花帆に手を引かれて、夜の街を歩いていたとき。私は、ずっとこのままでもいいのにとさえ、思ってしまったんです。花帆や、吟子さん。仲間たちや、皆さんが、私の歌を期待してくださっていたのに……。その夜が、あまりにも眩しくて、心地よくて……。ただ、どこまで逃げても……この胸の声から逃げることだけは、できませんでした。夜が明けて、日が昇り、そしてまた始まるんです。私が、胸を張れる私でいるための、日々。心配、しないでください。私はもう、大丈夫です。だから、いつかまた、会いましょう。またどこかの、大きな舞台で。私は、懸命に歌いますから。私は……乙宗梢は、歌が、大好きですから。,これが104期スリーズブーケの、集大成。,新しい世界が、始まるの。,梢「あなたとの駆け落ち、本当に楽しかったわ。」花帆「あたしは毎晩でもいいんですよ？」,向かいましょう。さあ、次の夢へ！
乙宗梢,UR,桃節銘記,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E6%A1%83%E7%AF%80%E9%8A%98%E8%A8%98%EF%BC%BD%E4%B9%99%E5%AE%97%E6%A2%A2,音楽室が…。良く見渡せるわね。ここはあの人の席だったの。あの頃は放課後よく音楽室に集まっていたわ。他に弾ける人がいなかったから私はいつもピアノの前。人の背中ばっかり見て…ズルい人だわ。,,今年はみんなでひな祭りにちなんだライブを開いたんです。去年はそんなことを考える余裕はなくて…。ただ日々に終われながら必死に生きていた気がします。季節が巡りこんな風に過ごせるようになるなんて思ってもいませんでした。どんな思い出も塗り替えて最後には楽しいことだけが残る。それが出来れば良かったのでしょうけれど。いえ、暗い話はここまでにして今日は楽しい日にしましょう。最近はこんな私を甘やかしてくださる方が多すぎてつい気持ちが緩んでしまいそうになるんです。だめ…ですからね。あまり私を甘やかしては。,最近はまた、音楽室に足を運んでいるんです。ええ、花帆と一緒に。私は先輩にたくさんのことを教えてもらいました。だから、後輩にもなにかを遺したいと思って。何をしているのかはまだ秘密です。その時が来たらきっとあの子から皆さんにお話しする日が来るでしょうから。でもきっとまだまだですね。来年の３月には間に合うといいのですが。...そのときに、ふと思って、先輩が座っていた席に座ってみたんです。音楽室と、大きな空が、よく見えて...。まるでツバサのように、大きくカーテンが広がって...。ああ、きっとここで生まれたんだろうな、って思いました。『ツバサ・ラ・リベルテ』。あの人がくれた、私たちのツバサは。,咲かせましょう。桃の花を。,優しい音色だわ。,梢「去年もこうするべきだったのよね、私たちは。」綴理「そうだね。...うん、きっとそうだよ。」,今宵は二人のお雛様。
乙宗梢,UR,いつでも、いつまでも,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%81%84%E3%81%A4%E3%81%A7%E3%82%82%E3%80%81%E3%81%84%E3%81%A4%E3%81%BE%E3%81%A7%E3%82%82%EF%BC%BD%E4%B9%99%E5%AE%97%E6%A2%A2,みんなで一緒に、はい、フラワー。花帆、吟子、あなた達と過ごした三年間、とても楽しかった。一緒に卒業できることが嬉しいわ。卒業しても、これからも私の親友でいてね。……ふふっ、なんてね。もしかしたらそんな世界も、あったかもしれないわね。けれどね……幸せよ。今のこの世界だって。当たり前でしょう？あなた達と、出会えたんだもの。,,出会い、別れ、出会い、そしてまた別れ。私たちはこれから、一体何人の人と心を繋ぎ、そしてまた離れ離れになっていくのでしょうか。何十人、何百人の人と出会い、そして、同じだけの別れの痛みを味わうことになるのでしょうか。どんなに明るい未来が待っていたとしても、痛みが消えることはありません。別れはいつだって、悲しいものだから。だから今だけは、一緒に、この甘い痛みに身を任せて、今を悲しみましょう。そしてまた、朝が来たら……、少しだけ、前を向いて、ね。同じ空の下、きっと私もみなさんと同じように、痛みを抱えて、それでも……、生きていきますから。日々を歩んで、行きますから。,朝起きて、支度を整え、学校に向かい。一通りトレーニングで汗を流し、勉学に努め、そして放課後はまた部活動をがんばりました。友達と笑って、時にはぶつかり合い、先輩に助けられ、後輩にも助けられて、そして、夢を叶えることができて……。私の三年間は本当に、輝いていました。うまくいかなかったことも、悩んで、苦しんだことも、今ではなにもかもが大切な思い出です。『蓮ノ空女学院スクールアイドルクラブ』は、私の青春のすべてでした。……いつかまた、許されるのならいつか、ここでまた、お会いしましょう。もう一度夢のステージを、まだ誰も知らない世界を、みなさんと、一緒に。その日までみなさん、どうぞお元気でいてくださいね。そして……。本当に、本当に、みなさん、本当に……ありがとうございました！蓮ノ空女学院102期生スクールアイドルクラブ部長、乙宗梢でした。,卒業生代表、乙宗梢。皆様に心から、感謝を。,夢の続きを。,梢「離れていても、どこにいても。」花帆「あたしたちは、同じ空の下！」吟子「ずっと、スリーズブーケです！」,何度だって歌うわ。私は歌が、大好きだから！
乙宗梢,UR,奇跡の舞踏会,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E5%A5%87%E8%B7%A1%E3%81%AE%E8%88%9E%E8%B8%8F%E4%BC%9A%EF%BC%BD%E4%B9%99%E5%AE%97%E6%A2%A2,梢に止まる、一羽の小鳥……というのは、どう？ドレスで着飾って、これからパーティーに出かけるんです。みんな、どこか声がはずんでいて、私も足が地についていないみたい。まるで、そうね、お誕生日と演奏会の日が、いっぺんにやってきたような、そんな気分です。,,女の子なら、誰でも憧れてしまうようなシチュエーション。大勢の中から、たった一人の私を見つけて、手をとってくれた女の子。……おかしいわね。普段は頼りなくて、練習でも、すぐに疲れてしまう子なのに。ここぞという時に見せる輝きは、本当に……眩しくて。私がずっと、あの子を引っ張っていかなくっちゃって、思っていたの。だけれど……。ねえ、たまにはこの手を預けて、身を任せてもいいかしら？,もしも彼女に出会えていなければ、私は今頃、何をしていたのかしら？ 他の誰かを見つけて、一緒にスリーズブーケをやっていた……というのは少し、想像がつきません。だとすれば……綴理がさやかさんを見つけて、慈が瑠璃乃さんとみらくらぱーく！を始めても、きっと私は、一人のまま。ラブライブ優勝を目指す気持ちに偽りはないけれど、でも、今ほどスクールアイドルが楽しかったとは、思いません。それどころか、こんな私が楽しんでもいいだろうかと、毎日思い悩んでいたのかもしれませんね。……そう。もしも彼女に出会えていなければ、なんて、今が幸せであればあるほど、そうじゃなかった時のことを考えてしまう。これはきっと、私の性分だから。だから、今だけはとびきり優しい夢を、見せてもらってきます。私の手を引いてくれる、素敵なスクールアイドルさん、に。,…はい。今宵は、あなたと共に。,ええ、喜んで。,梢「こういうのは少し…恥ずかしいわ。」綴理「かわいいよ、こず。」慈「いいじゃん、たまには。」,なんてロマンチックな夜！
乙宗梢,UR,輪廻の銀河へ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E8%BC%AA%E5%BB%BB%E3%81%AE%E9%8A%80%E6%B2%B3%E3%81%B8%EF%BC%BD%E4%B9%99%E5%AE%97%E6%A2%A2,104期スリーズブーケ、その旅路の、先に。いよいよ今月、ラブライブ！の予選大会が開かれます。全国のスクールアイドルが、夢を叶えるために、たった一つの頂点を目指し、たくさんの努力を重ねてきました。それでも私は、きっと、夢へとたどり着けると、信じています。今年こそ、この仲間達と、夢を叶えてみせますから。,,出会ったばかりの頃を思い出せば、まさかこの2人と仲良くなれるだなんて思ってもいませんでした。綴理は才能の無駄遣い。慈のことは、なんだか少し怖くて……。本当に自分がここでやっていけるのかどうかも不安でした。それが今では私にとっても、かけがえのない存在になりました。すべてが終わり、蓮ノ空を卒業して、5年経っても10年経っても、こうしてまた集まって笑い合ったりふざけたり、お互いの近況などを語り合えるような……、いつまでも、そんな関係でいたいと思います。本当に……よく、仲良くなったものだわ。,きっと、綴理のおかげだったんだと思います。私と慈は、出会った頃、ずっと口論ばかり。お互いに、お互いの許せないところも多くて。そんな中、慈にも、私にも、綴理はずっと優しくしてくれました。その行動が彼女なりの気遣いだと気が付くまでには、しばらく、かかってしまいましたけれど……。……これは誰にも言ったことがありませんでしたが、「蓮ノ大三角」という名前。本当は……好きなんです。皆さんにそう言ってもらえるたびに……私も、綴理や慈と、並び立つことができていると、思えるから。自信を、もらえるんです。私たちは三人で、大三角。強い輝きを放つ、同じ一等星。その名前を誇りに、胸を張って、ステージに立ちたいと思います。みんなとなら、きっと、夢を叶えられる。私たちは夢の旅路を照らす、夜空に最も輝く、「蓮ノ大三角」ですから。,蓮ノ大三角、乙宗梢を、ご覧くださいませ。,私たちの夢を、照らします。,梢「ここまで一緒に……ありがとう。」慈「これからも一緒、でしょ？」綴理「愛してるよ、こず。」,星の輝きはいつまでも、いつまでも。
乙宗梢,UR,ダイヤモンドハッピー,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%80%E3%82%A4%E3%83%A4%E3%83%A2%E3%83%B3%E3%83%89%E3%83%8F%E3%83%83%E3%83%94%E3%83%BC%EF%BC%BD%E4%B9%99%E5%AE%97%E6%A2%A2,梢「燦々と輝く太陽のもと…」綴理＆慈「みんなに幸せを届けるよ！」綴理「今日届けたいのはね、この一曲だよ。なんだか、勇気をもらえるんだ」梢「躓いたって、必ず立ち上がれる。そう信じられる曲ね」慈「私たちで、みんなを照らしちゃおう？行くよ！」梢＆綴理＆慈「ダイヤモンドハッピー！」,慈「なんか、不思議だね。三人でステージに立つとかさ」梢「そうね。一年生の頃以来…。いいえ、あの時だって沙知先輩がいたものね」綴理「ボクは、凄く嬉しいよ。『頑張ってね』じゃなくて『一緒に頑張ろうね』って言えること」梢「まるで、ずっとこの時を待っていたような、そんな気分」慈「何言ってんだ！やりたきゃいつでもやればいいじゃん？今は楽しむ時間でしょ？ほらほら、笑って笑って！」綴理「こず、行こ？」梢「…ええ。ありがとうね、二人とも。ここに、居てくれて…」綴理「あの三人の、おかげかな」慈「だね。…さあ、私たちの世界を届けに行こう？」梢＆綴理「ええ（うん）」,,,梢＆綴理＆慈「レッツゴー！」,梢＆綴理＆慈「チャンス到来！」,梢＆綴理＆慈「太陽みたいに」花帆＆さやか＆瑠璃乃「輝きましょう！」,梢＆綴理＆慈「もっと…もっと眩しく！」
乙宗梢,UR,Dream Believers,https://wikiwiki.jp/llll_wiki/%EF%BC%BBDream%20Believers%EF%BC%BD%E4%B9%99%E5%AE%97%E6%A2%A2,私と一緒に、音の星空に浮かんでみない？家にはいつだって、音楽が溢れていたの。演奏会を聞きに行くのも楽しかったけれど、家族が休日に、何気なく始めるセッションの時間が、一番好きだったわ。,,スクールアイドルになったら、何をしようかって、子供の頃からぼんやりと夢を見ていたの。毎日いっぱい練習して、メンバーの仲間と一緒に、汗を流す。素敵な衣装に身を包んで、きらびやかなステージに立つ。全てが報われる瞬間がやってくる。私ね、ずっとドキドキしているのよ！,昨日の自分より、一歩前に。明日の自分は、更に一歩前に。小さな歩幅でも、いつかは目的地にたどり着けるはず。私はそんなふうに、努力をするのが好きだった。でもね。高校生活は、たった3年間しかないの。だから、悠長に歩いてなんていられないわ。今はね、一歩を大きく、がむしゃらに走り続けていたい。走って、走って走って、その先にある光を掴むまで、私は決して、立ち止まってなんていられないわ！振り返るのは、全てが終わってから。だから今は、このかけがえのない瞬間を、一緒に楽しみましょう！,夢を、見に行きましょう。,まだまだ、こんなものじゃないわ。,梢「手加減は無しよ、ちゃんと付いてこれる？」花帆「もっちろんです、梢センパイ！」,私たちが、蓮ノ空女学院スクールアイドルクラブ！
乙宗梢,UR,Reflection in the mirror,https://wikiwiki.jp/llll_wiki/%EF%BC%BBReflection%20in%20the%20mirror%EF%BC%BD%E4%B9%99%E5%AE%97%E6%A2%A2,こんなひとときも、大切にしたいの。クラブの部長でも、スクールアイドルでもない、自由な時間。普段から豊かな心を育むこと。それが素敵な音楽を奏でるための秘訣だって、乙宗家の教えなの。,,蓮ノ空伝統の衣装を着て、ステージに立つ私は……どうかしら？ 似合っている？ それとも、まだ服に着られている感じ？ふふっ、どちらでも構わないの。どちらにせよ、私は努力を緩めるつもりなんて、少しもないんだから。ただ今だけは、子供みたいにはしゃいでみたいわ。いいでしょ？ とっておきのドレスを、プレゼントしてもらった気分なの。,甘く可憐で、優しい音色。これが、私のずっとやりたかった音楽。スクールアイドルとして、聞いてくれた人の心を豊かに彩ることができるなら、私の歌声にも、価値があるんだって、そう信じられるの。きっとね、私だけじゃダメなんだわ。隣に立ってくれる人がいて、応援してくれるみんながいて、ようやく憧れたスリーズブーケになれるの。私は今、とても幸せよ。歌に乗せたこの思いが、星の光のように、世界中に降り注いでほしいぐらい。スリーズブーケはいつでも、あなたの日々のそばに。ふふっ、たった二輪でも、三輪でもね。ちゃんと花束っていうんだから。,スリーズブーケ、スタート！,ハーモニーを奏でるの！,,美しい花束を、あなたに！
乙宗梢,UR,フォーチュンムービー,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%83%95%E3%82%A9%E3%83%BC%E3%83%81%E3%83%A5%E3%83%B3%E3%83%A0%E3%83%BC%E3%83%93%E3%83%BC%EF%BC%BD%E4%B9%99%E5%AE%97%E6%A2%A2,ほら、走りましょう、花帆さん。急な土砂降り。回れ右して雨宿りしても良かったのだけれど、でも、花帆さんの目が楽しそうにキラキラ輝いていたから。寮まであと少し、たまにはこういうのも、ね？,,スリーズブーケの活動として最初の目標。せっかくだから、曲にも花帆さんの可愛らしい色を載せてみたくて、お願いしたの。歌詞を一緒に考えましょうって。何かを作るのは大変かもしれないけれど、完成した時の喜びは一入だわ。一緒に難題を楽しみましょうね。,完成したわ！なんて可愛らしい曲！自分を映画のヒロインになぞらえて、平凡な日常に、ときめきと彩りを見つける歌ね。この曲から伝わってくる、胸が温かくなるような愛らしさ……そう、これが……キュンキュン、という気持ちなのね。私も何だか、街に飛び出したくなってきちゃった。よく頑張ってくれたわね、花帆さん。きっと皆さんも、気に入って下さるはずよ。では、さっそくお披露目と行きましょう。題名は『フォーチュンムービー』。まもなく開演よ。楽しいひとときを、どうぞお過ごし下さいませ。,今度は私がヒロイン！,ワクワクするわね！,梢「花帆さん、ほら、行きましょう」花帆「やっぱり、あたしの運命の人って...！」,魔法をかけてあげる！
乙宗梢,UR,はじける☆メロンソーダ,https://wikiwiki.jp/llll_wiki/%EF%BC%BB%E3%81%AF%E3%81%98%E3%81%91%E3%82%8B%E2%98%86%E3%83%A1%E3%83%AD%E3%83%B3%E3%82%BD%E3%83%BC%E3%83%80%EF%BC%BD%E4%B9%99%E5%AE%97%E6%A2%A2,ええ、みんな、ありがとう！いつものように発声練習をしていると、外から「梢さーん、頑張ってー」って声がしたの。クラスメイトのお友達が手を振ってくれててね。嬉しくて、私もつい身を乗り出しちゃったわ。,,メロンソーダって、なんだか可愛いわよね。ポップでキュートなイメージがあって、浮かぶチェリーも気持ちが良さそうだわ。だからね、今回皆の衣装をどうしようかってミーティングしている時に、私の方からメロンソーダがいいって言っちゃったの！うふ…どうかしら？あなたも一緒に、緑のプールを泳いでみない？,私ね、入学式の際は新入生代表として挨拶をしたから、変に目立ってしまって…。上手く友達が出来るのかしらと悩んでいた頃もあったのだけれど…。今はもうそんな心配、泡のように消えちゃったわ。お友達は皆優しくて、スクールアイドル活動を応援してくれているのよ。配信に遊びに来てくれたり、ライブも見に来てくれたり、とても励みになるわ。ただ、その…たまに、凄く情熱のある子もいて、同じ学年なのに、梢…様…と呼んでくれたりするの。応援は嬉しいのだけれど、少し面映ゆくて。これも、スクールアイドル特有の悩み、なのかしら。,見ててね。頑張ってくるわ！,ほら、一緒に！,梢「ふふっ、手と手を繋いで」綴理「ボクたちが、夏だよ～。」,たまには弾けて、いいわよね？
